rank,name,anime,favorites,url,description,Age,Birthday,Nationality,Height,Occupation,image
1333,"Amakusa, Shino(天草 シノ)",Seitokai YakuindomoSeitokai Yakuindomo OVASeitokai Yakuindomo*,1215,https://myanimelist.net/character/32797/Shino_Amakusa,"Birth date: June 12 
 Height: 165 cm 
 Weight: 56 kg 
  
 The student council president and a second-year student. She is serious, diligent, and talented in most subjects. However, she is almost always thinking of perverted things, even suggesting that one of her main reasons to be interested in Tsuda is curiosity about information not covered in health classes. She is also a very popular girl with a lot of female fans in school, and has a complex about her chest, which is exacerbated by the fact that Aria happens to be more well-endowed than she is. She later develops some feelings for Tsuda. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Hikasa, YoukoJapanese  
 
 See MoreRecent Featured Articles Seitokai Yakuindomo: Meet the Student Council!Seitokai Yakuindomo is an exciting slice-of-life and comedy series revolving around the adventures of some special student council members. Just what is it that makes them so interesting?byNyxStovell24,902viewsSpoilerCharacter AnalysisCute GirlsMoeSchool Life 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,165 cm,,https://cdn.myanimelist.net/images/characters/5/98591.jpg
1334,"Shiga, Haruki(志賀 春樹)",Kimi no Suizou wo Tabetai,1212,https://myanimelist.net/character/158197/Haruki_Shiga,"A guy who incidentally found a book in the hospital titled ""Living With Dying"" which is owned by his classmate Sakura Yamauchi. 
 
   Voice Actors  Takasugi, MahiroJapanese  Daymond, RobbieEnglish  Cannella, MirkoItalian  Ruiz, Miguel ÁngelSpanish  Mutsuda, MasumiSpanish  Borg, YoannFrench  El Kammouchi, KarimGerman  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/14/372176.jpg
1335,Ebisu(恵比寿),DorohedoroDorohedoro: Ma no Omake,1212,https://myanimelist.net/character/16063/Ebisu,"Ebisu is a young, androgynous and sullen looking woman who first appears in chapter three, donning a skull shaped mask. She is walking through the Hole, unable to summon a door back to the Magic Users' world due to the barrier between worlds currently in effect. She runs in to Caiman and Nikaido, who advance on her in their common fashion. Caiman cuts off Ebisu's fingers to prevent her from using magic, and bites down on her head after removing her mask. Before he can withdraw to ask her his ""question"", a frantic Fujita appears from a door behind her and forcefully pulls her out of his clamped down jaws, in to the door. This sudden and jerky movement causes trauma to her face and head, but they both get to safety. 
  
 After this incident, Ebisu is shown to be haunted by nightmares—and has become somewhat insane. At En's residence, she is restrained until Noi can properly heal and restore her fingers and face. Past that point, it is evident her head trauma caused some (supposedly temporary,) brain damage as seen in her suddenly eccentric behavior. She is commonly seen with Fujita in the manga panels, possibly leading to believe that they are ""partners"" now. 
  
 Her smoke is not seen directly, but records state she is skilled in Reptile transformation. However between panels it shows her having attacked someone with a surplus of power after being fed Black Powder by someone who appeared to have met her before. 
  
 She is often the butt of slapstick humor throughout the story, often being maimed in comedic fashion. 
 
   Voice Actors  Tomita, MiyuJapanese  Valenzuela, CristinaEnglish  Milani, GabyPortuguese (BR)  Cuscusa, VeronicaItalian  Jégou, GwenaëlleFrench  Leal, LupitaSpanish  Laus, ZinaGerman  
 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!Search For Best Blinds Retailer Near MeYahoo Search | Search Ads|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/15/278465.jpg
1336,"Yoshida, Yuuko(吉田 優子)",Machikado MazokuMachikado Mazoku MiniMachikado Mazoku: 2-choume,1207,https://myanimelist.net/character/170466/Yuuko_Yoshida,"A succubus whose power is suddenly awakened in her first year of high school. She aims to overthrow the magical girl in town to break her family's spell. However, although she has the ability to sneak into others' dreams, her physical strength and stamina are much weaker than the ones of her rival, the magical girl Chiyoda Momo. 
 
   Voice Actors  Kohara, KonomiJapanese  Rial, MonicaEnglish  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,Error processing https://myanimelist.net/character/170466/Yuuko_Yoshida: 'src'
1337,"Gardner, Rachel(レイチェル・ガードナー)",Satsuriku no Tenshi,1207,https://myanimelist.net/character/138442/Rachel_Gardner,"Gender: Female 
 Age: 13 
 Birthday: June 10 
 Zodiac: Gemini 
 Blood Type: AB 
 Height: 156 cm (5'1"") 
 Hair Color: Blonde 
 Eye Color: Blue 
  
 The 13-year-old female protagonist of the story. After witnessing a murder, she is taken to a hospital for counseling, only to wake up on Floor B7 with no memories from her past. 
  
 (Source: Wikipedia) 
 
   Voice Actors  Chisuga, HarukaJapanese  McClain, MegEnglish  Morgenstern, FriedelGerman  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",13,,,"156 cm (5'1"")",,https://cdn.myanimelist.net/images/characters/6/360384.jpg
1338,"Isana, Yashiro(伊佐那 社)",KK: Return of KingsK: Seven Stories Movie 6 - Circle Vision - Nameless Song,1207,https://myanimelist.net/character/64591/Yashiro_Isana,"Age: 17 
 Birthday: June 1 
 Astrological sign: Gemini 
 Height: 169 cm 
 Blood type: B 
  
 A joker who goes around asking for his schoolmates to share their lunch with him. Yashiro is soft-spoken but very charismatic. He is very friendly and well-liked. In addition, he is quite respectful towards anyone he meets, even robots.  He is supposedly a normal high school student, until he suddenly finds himself being pursued by several factions - HOMRA, SCEPTER 4 and Kuroh Yatogami - who believe him to be the murderer of Tatara Totsuka, a member of HOMRA. 
  
 He is also somewhat laid-back and happy-go-lucky. Yashiro carries also a red, Japanese style parasol with him at all times.",17,,,169 cm,,https://cdn.myanimelist.net/images/characters/14/170215.jpg
1339,Diavolo(ディアボロ),JoJo no Kimyou na Bouken Part 5: Ougon no KazeJoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,1207,https://myanimelist.net/character/27155/Diavolo,"Diavolo, the main villain of Part 5, was born in a female prison. His birth is a mystery because his mother claimed that he was conceived two years before her sentence and all the guards were female. Diavolo was raised by a priest in his mother's hometown of Sardinia because she can't raise him while in prison. When he turned 19, when the priest was constructing an apartment for Diavolo, he found his mother buried alive under a stone tablet. Around the same time, a fire broke out and the priest and Diavolo were among the seven who died in the fire. However, in reality Diavolo survived and joined Passione soon after. During that time, Diavolo recovered the bow and six Arrows in Egypt and quickly ran off with them. He then sold five of the Arrows to Enya Geil and kept the remaining one for himself (that same arrow was attached to Polpo's Black Sabbath). Between Stardust Crusaders and Golden Wind, he sets out to kill all his blood relatives, and those who discover his identity, to ensure his name is erased from existence and he took the pseudonym Soliddo Nazo during his years in Passione. 
  
 Diavolo means ""devil"" in Italian, fitting considering his personality and role as the main antagonist of Part 5. 
  
  Stand 
 King Crimson—A light red humanoid whose face appears to have a smaller copy of itself in its forehead, perhaps to mirror Diavolo's psyche. King Crimson has the power to predict up to ten seconds into the future, and ""erase time,"" effectively causing a time skip, where everything except itself and Diavolo is suddenly changed to be in the state they would have been a short time later (usually 3–10 seconds later). Time still flows normally for Diavolo, who can interact (or not interact, he can choose which objects to interact with) with the time-skipped objects for the amount of time that would have normally intervened (to Diavolo this appears in the form of the would-have-been intervening objects' states being superimposed on each other, in a fashion akin to Nude Descending a Staircase). The nature of the time skip is such that, for example, he predicts a bullet coming at him, and erases the time that it would have hit him in. To the viewer a bullet that would have hit Diavolo will suddenly be shifted to be on his other side as where it would be seconds later. 
 
   Voice Actors  Konishi, KatsuyukiJapanese  Goff, KellenEnglish  Blanpain, LaurentFrench  Rangel, ÓscarSpanish  Mendiola, RobertoSpanish  Laurent, ArnaudFrench  Saitou, SoumaJapanese  Burns, GriffinEnglish  Treviño, EmilioSpanish  Zilse, FelipePortuguese (BR)  Luiz, ÍtaloPortuguese (BR)  García Tos, JoséSpanish  Gómez, MarcSpanish  
 
 See MoreRecent Featured Articles Do People Skip JoJo Parts?The debate over ""part skipping"" is a long and contentious one, but how do anime fans actually go about it?byShymander147,020views 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/12/496775.jpg
1340,"Kozuki, Oden(光月おでん)",One Piece,1205,https://myanimelist.net/character/166944/Oden_Kozuki,"Name: Kozuki Oden 
 Age: 39 
 Birthdate: February 22 
 Height: 3,82 m 
 Affiliation: Kozuki Family, Roger Pirates, Whitebeard Pirates",39,February 22,,"3,82 m",,Error processing https://myanimelist.net/character/166944/Oden_Kozuki: 'src'
1341,Yunyun(ゆんゆん),Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!Kono Subarashii Sekai ni Bakuen wo!Kono Subarashii Sekai ni Shukufuku wo! 2,1205,https://myanimelist.net/character/124753/Yunyun,"Age: 13-14 
  
 Yunyun is a self-proclaimed rival of Megumin. She is also the daughter of the Crimson Demon Magic Clan's Chief and as such she wants to prove herself the greatest by challenging Megumin at every given opportunity. She lacks social skills, resorting to using money to make friends. 
 
   Voice Actors  Toyosaki, AkiJapanese  Mills, KayliEnglish  Saddy, FláviaPortuguese (BR)  Hidalgo, AlondraSpanish  Werner, RiekeGerman  Blada, KaïnaFrench  Lo, EmiEnglish  
 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",13-14,,,,,https://cdn.myanimelist.net/images/characters/16/583280.jpg
1342,"Liebert, Anna(アンナ・リーベルト)",MonsterMonster Extra: Hottan,1205,https://myanimelist.net/character/720/Anna_Liebert,"Birthday: April 7, 1975 
  
 Johan's twin sister and the only unharmed survivor of the night when both her parents and her brother were shot in what appeared to be a botched burglary. At first she showed signs of amnesia due to the psychological trauma of the incident. After she and her brother disappeared, she was adopted by the Fortner family from Heidelberg, who were unaware of her previous identity as Anna Liebert. As Nina Fortner, she was a hardworking law student at an unnamed university (likely the University of Heidelberg), as well as an adept practitioner of Aikido. She lived her life in peace until Johan made contact with her on her twentieth birthday. She comes to pursue Johan, albeit by different methods and for a different reason than Tenma. 
  
  Note: ""Liebheart"" is Anna's official last name according to the Japanese anime page, but ""Liebert"" is her official name according to the English translation of the manga. Please do not request edits to her name. 
 
   Voice Actors  Noto, MamikoJapanese  Strassman, KarenEnglish  Lee, Hyeon JinKorean  Mulachs, JoëlSpanish  Foviau, KarineFrench  Desplaces, CatherineFrench  Tsukada, MaiJapanese  Navarro, FernandaSpanish  
 
 See MoreRecent Featured Articles Top 10 Female Anime Seiyu (Voice Actors) on MAL [Updated]We've already counted down your favorite girls in anime, but what about the real women from behind the scenes that bring your favorite characters to life? Here are the top 10 Favorited female seiyuu on MyAnimeList.by removed_user315,170viewsCollectionCute GirlsKawaiiMoeSeiyuuTop 20 Popular Anime TwinsWhat type of anime do you think twins most commonly appear in? Do they appear in high school romance comedy anime? It turns out that a lot of the most iconic anime twins show up in another genre entirely...by5camp859,882viewsCollectionAnime TermsAnime ArchetypesCute GirlsCute GuysMoeSchool Life 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,https://cdn.myanimelist.net/images/characters/11/286916.jpg
1343,Kiba(キバ),Wolf's RainWolf's Rain OVA,1205,https://myanimelist.net/character/241/Kiba,"The (more or less) leader of the ""pack,"" Kiba follows his instincts towards Paradise. When he was young, his pack and family were slaughtered when the forest where he lived was burned to the ground by Jagara's troops. He was then raised by a native who told him that he had a purpose, explaining why the forest spared his life. This native told him that he would have a great journey ahead of him, and that journey was to find paradise. Kiba begins his quest for paradise in the hope that there he will finally find peace. He tends to be distrustful of humans, and in the early episodes is reluctant to take a human form, even when it's more convenient. He also has a ""love"" for Cheza, which may only be due to the fact that she can lead them to paradise. Kiba seems to be an Arctic wolf in the series.",,,,,,https://cdn.myanimelist.net/images/characters/7/74309.jpg
1344,"Otonashi, Maria(音無 麻理亜)",,1204,https://myanimelist.net/character/87721/Maria_Otonashi,"An antisocial beauty with a resolute personality. She transfers into Kazuki's class on March 2nd—right before the end of the school year. Immediately upon her arrival, she announces her intent to ""break"" Kazuki.",,,,,,Error processing https://myanimelist.net/character/87721/Maria_Otonashi: 'src'
1345,Aegis(アイギス),Persona 3 the Movie 2: Midsummer Knight's DreamPersona 3 the Movie 3: Falling DownPersona 3 the Movie 4: Winter of Rebirth,1204,https://myanimelist.net/character/6207/Aegis,"Date of Manufacture: September 10th, 1999 
 Height: 162 cm (5'3"") 
 Initial Persona: Palladion 
 Ultimate Persona: Pallas Athena 
 Voice Actor : Sakamoto Maaya (CD Drama) 
  
 Aegis is an android created by the Kirijo Group; she is the last surviving model of their experimental anti-Shadow weapon. In combat, she uses a wide variety of high-tech weapons, from machine guns and rocket launchers to long range guns and “rocket punches.” Aegis has the highest durability of any of the characters, and her Personas focus on physical attacks. 
  
 Aegis is introduced during SEES' summer beach vacation, where she is simultaneously the target of Mitsuru's retrieval mission and Junpei's ""Operation Babe Hunt."" She immediately shows an instinctual interest in protecting the Main Character which even she cannot explain. Ikutsuki has her assigned to aid SEES, and she enrolls in Gekkoukan High to act as the Main Character's bodyguard.",,,,"162 cm (5'3"")",,Error processing https://myanimelist.net/character/6207/Aegis: 'src'
1346,"Amano, Hina(天野 陽菜)",Tenki no Ko,1202,https://myanimelist.net/character/167172/Hina_Amano,"Birthday: August 22 
 Age: 17-18",17-18,,,,,Error processing https://myanimelist.net/character/167172/Hina_Amano: 'src'
1347,"Fair, Zack(ザック・フェア)",Final Fantasy VII: Last OrderFinal Fantasy VII: Advent ChildrenFinal Fantasy VII: Advent Children Complete,1202,https://myanimelist.net/character/4319/Zack_Fair,"Age: 16–23 
 Year of birth: 1985 
 Height: 185 cm 
 Hometown: Gongaga 
  
 A 1st Class Soldier in the making with a simple yet passionate dream of becoming a hero. Enthusiastic, passionate and positive. He will take on any mission to prove his worth to the Shinra company. Also popular among the women in Midgar, he soon gets his own fan club. 
  
 Zack left his home town of Gongaga at the age of fourteen to join the Shinra Electric Power Company's military forces. He was promoted to Soldier 2nd Class sometime in the next two years. 
  
 Unlike many Soldier members, he has a 1st Class mentor named Angeal Hewley.",16–23,,,185 cm,,https://cdn.myanimelist.net/images/characters/12/75372.jpg
1348,"Kirishima, Ayato(霧嶋 絢都)",Tokyo GhoulTokyo Ghoul √ATokyo Ghoul:re,1200,https://myanimelist.net/character/105231/Ayato_Kirishima,"Species: Ghoul 
 Birthday: July 4 
 Age: 14-15 (Tokyo Ghoul), 17-18 (Tokyo Ghoul:re) 
 Height: 159 cm 
 Weight: 49 kg 
 Blood type: O 
 Rc Type: Ukaku 
 Affiliations: Aogiri Tree 
 Likes: brawls, tropical fish, rabbits 
 Dislikes: Ghoul Investigators, humans, weaklings 
  
 Ayato Kirishima is Touka Kirishima's younger brother, and goes by the alias Black Rabbit. He grew up with his sister in the 20th ward but at some point in time, he left the district. According to Kazuichi Banjou, Ayato subsequently began to wander all the wards of Tokyo, bringing sheer wreckage and chaos upon them, until his unique powers and abilities caught Tatara’s eye. Ayato was therefore pulled into joining Aogiri Tree, where he is currently an Executive. 
  
 Ayato is an arrogant, brash teenager, with a similar hot-blooded attitude resembling his sister's, while he normally displays either a scowl or menacing smirk on his face. Other than his physicalities, he shares many similarities with Touka, such as his tendency to use language that is often uncouth or inappropriate. He has a habit for kicking people over the simplest mistakes; such as when Kaneki failed to address him with the desired honorific, or when Banjou didn’t return his missed calls. However, he seems to be more harsh compared to his sister, but admits himself to be surprisingly ""softer"" than his Aogiri superiors. He is a firm believer in the notion that ‘the weak perish and the strong survive,’ which was triggered by the death of his mother and father. Ayato bears deep grudges against his father, Arata, for abandoning him and Touka when they were young. Ayato has even stated that the whole reason for hating Kaneki was his resemblance to Arata. It was also pointed out by Kaneki that Ayato cares deeply for Touka subconsciously, as shown when he beat her down first rather than allowing her to suffer a slow, torturous death from Yamori. Later on, he also took her alias, ""Rabbit"" so that the CCG would hunt him instead of Touka. Ayato also seems to have a soft spot for rabbits. 
  
  Tokyo Ghoul:re:","14-15 (Tokyo Ghoul), 17-18 (Tokyo Ghoul:re)",,,159 cm,,Error processing https://myanimelist.net/character/105231/Ayato_Kirishima: 'src'
1349,"Oyama, Mahiro(緒山 まひろ)",Oniichan wa Oshimai!,1199,https://myanimelist.net/character/161357/Mahiro_Oyama,"The protagonist of Onii-chan wa Oshimai. He was turned into a girl thanks to his little sister by drugging him. 
  
 Age: Around 20 
 Birthday: March 6th 
 Blood Type: O 
 Height: 144 cm 
 Weight: 38 kg 
 Gender: born male transformed into female 
 School Grade: finished school for more than 2 years, entered Jr high school as a female 
 Interests: Video Games, sleeping late",Around 20,,,144 cm,,https://cdn.myanimelist.net/images/characters/15/413882.jpg
1350,Doraemon(ドラえもん),DoraemonDoraemon Movie 26: Nobita no Kyouryuu 2006Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,1199,https://myanimelist.net/character/4304/Doraemon,"Doraemon is a robotic cat (though he is frequently mistaken as a tanuki) that was sent back in time to help Nobita. He has a four-dimensional pocket on his front chest from which he can pull out all sorts of strange futuristic devices. Doraemon's favorite food is dorayaki. He has a sister named Dorami. 
 
   Voice Actors  Marshall, MonaEnglish  Nozawa, MasakoJapanese  Ubaldi, PietroItalian  Ooyama, NobuyoJapanese  Mizuta, WasabiJapanese  Tomita, KouseiJapanese  Itchart, EduardSpanish  Lizárraga, EstívalizSpanish  Polesinanti, GraziellaItalian  Valença, CarolPortuguese (BR)  Cutolo, ZezinhoPortuguese (BR)  Yokoyama, ChisaJapanese  Orra, AnaSpanish  Guillaume, ÉmilieFrench  Guedj, BrigitteFrench  Daayán, IrwinSpanish  Tejedo, RicardoSpanish  Henderson, A.J.English  
 
 See MoreRecent Featured Articles Five Figure Fridays - DoraemonJoin us on a trip through time with our quest to find you the best figures of our favorite blue cat, Doraemon!byrinkya12,273viewsFigures10 Anime Mobile Games Perfect for Your SmartphoneThere’s no device more perfect for taking your gaming on the go than the smartphone. Mobile has become the number one hub for games you can just pick up and play. For anime fans looking to get their fix, here are 10 anime mobile games for the iOS and Android.bydragon_king_26108,296viewsCollectionGamesOne PieceBleachSAO 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",,,,,,Error processing https://myanimelist.net/character/4304/Doraemon: 'src'
1351,Kikyou(桔梗),InuYashaInuYasha Movie 4: Guren no HouraijimaInuYasha Movie 2: Kagami no Naka no Mugenjou,1199,https://myanimelist.net/character/1359/Kikyou,"A shrine maiden who loved InuYasha throughout the series and was killed by Naraku (disguised as Inuyasha) who tore the two apart fifty years prior (in InuYasha's time) to the story's start. She is brought back to life by the ogress Urasue. Although she acts alive, her body is still ""dead,"" and she must ingest the souls of the dead to move.",,,,,,https://cdn.myanimelist.net/images/characters/11/123385.jpg
1352,Gareki(花礫),KarnevalKarneval (TV)Karneval Specials,1197,https://myanimelist.net/character/16700/Gareki,"Birthday: May 21 
  Age: 15 
  Height: 170 cm (5'6"") 
  Blood Type: O 
  Likes: Meddling with machines and mechanisms 
  Dislikes: Associating with other people 
  Food he Likes: All kinds of meat 
  Food he Dislikes: Oatmeal (because it reminds him of the poverty he used to live in as a child) 
  
 Before going to bed, he reads books about practical knowledge he's interested in, so he has a habit of falling asleep in the position he reads. Because of the environment he grew up in, he didn't have a chance to receive a formal education, but you can see many scenes where he shows a high level of intelligence. While he's only 15 years old, his knowledge in a particular field is at the same level as a specialist's. 
  
 At present he secretly enjoys observing the original machinery structure and systems inside of a Circus Ship. He also thinks of investigating the sheep sooner or later. 
 In Gareki's name, ""Ga"" means ""flower"" and ""reki"" means ""gravel, small stones."" 
  
 (Source: Extra pages from chapter 18) 
  
 A young boy who gets by robbing rich people's mansions. He's very intelligent and sharp. His strong point is his vast knowledge about mechanisms. Distrusts people and isn't very sociable. Despite his arrogant attitude, he's gentle and caring, but he doesn't want other people to know that side of him. Likes to carry a gun with him. Skilled shooter. 
  
 He is voiced by Kamiya Hiroshi in the Karneval Drama CD. 
 
   Voice Actors  Kamiya, HiroshiJapanese  Ayres, GregEnglish  Kitamura, EriJapanese  
 
 See MoreRecent Featured Articles The Closest Gareki Ever Got to Giving or Earning a Kiss in KarnevalFor a show with no romance, Karneval features a lot of physical affection. Filled with hugs and cuddles, it's still never romantic. The only thing nobody ever does is kiss each other. Not even once. But oddly enough, the grumpiest character in the show is the one who gets *almost* kissed the most.byMoxieWriter00153,039viewsSpoilerAnalysisBrother complexCute GuysFunny 
 by Taboolaby TaboolaYou May LikeThe Day After Our Baby Was Born, My Husband Asked To Speak To Me Alone. What He Said Left Me Frozenuniversalinfonet.com|SponsoredSponsoredBang Babang Bang!!!Search For Best Blinds Retailer Near MeYahoo Search | Search Ads|SponsoredSponsoredTsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA  $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });",15,,,"170 cm (5'6"")",,Error processing https://myanimelist.net/character/16700/Gareki: 'src'
1353,"Izumi, Kyouka(泉 鏡花)",Bungou Stray DogsBungou Stray Dogs 2nd SeasonBungou Stray Dogs: Dead Apple,1195,https://myanimelist.net/character/132573/Kyouka_Izumi,"Age: 14 
 Birthday: November 4 
 Height: 148 cm 
 Weight: 40 kg 
 Blood type: B 
 Hair color: Black (indigo in the anime) 
 Likes: Rabbits, tofu, hydrangea, ghosts 
 Dislikes: Dogs, thunder, flies 
 Ability: Demon Snow; allows her to materialize a sword-wielding phantom, known as Demon Snow, which only follows orders coming from a mobile phone she always carries on her person. It appears that it only listens to orders from another person on the other line and it does not comply to Kyouka's own wishes.",14,,,148 cm,,https://cdn.myanimelist.net/images/characters/10/306939.jpg
1354,"Ray, Amuro(アムロ・レイ)",Kidou Senshi GundamKidou Senshi Gundam: Gyakushuu no CharKidou Senshi Gundam I,1193,https://myanimelist.net/character/1335/Amuro_Ray,"Birthdate: November 4, 0063 U.C. 
 Height: 168cm (MSG), 180cm (MSG-CC) 
 Age: 15 (MSG), 23 (MSG-Z), 29 (MSG-CC) 
  
 Amuro was born on Earth and raised in the space colonies of Side 7. Amuro's father is an Earth Federation technician who helps the Federation build new weapon designs. Since he has seen many of his fathers work, he's a very skilled technician himself. As soon as Zeon attacked the colony he was living in, he came across the RX-78-2 Gundam and used it to stop them. 
  
 After countless battles Amuro learned of his Newtype abilities, and was considered one of the strongest mobile suit pilots. Since the Gundam was white he was considered as the White Ghost by many of his enemies. 
  
 After the One Year War, Amuro was placed under house arrest by the Titan forces, believing that he would join the AEUG. Eventually that is what Amuro did and was able to escape Titan hands with some help from his friend Fraw Bow. He teams up with Kamille and teaches him the ways of a Newtype, but he can't help but feel jealous that he's no longer considered the famous Gundam pilot. 
  
 After the war between the Titans and the AEUG, Amuro returns to the E.F.S.F. to fight against the Neo Zeon threat. He becomes part of the Londo Bell forces with Bright Noa. 
  
 Soon Amuro became one of the E.F.S.F. best pilots and was given higher honor among all soldiers of the E.F.S.F. 
 
   Voice Actors  Furuya, ToruJapanese  Swaile, BradEnglish  Yonaga, TsubasaJapanese  Lindsay, MichaelEnglish  Perino, DavideItalian  Erickson, MatthewEnglish  Dodge, LucienEnglish  Wolff, FrydaEnglish  Rey, ManoloPortuguese (BR)  Bravo, AlanSpanish  Barreda, JesúsSpanish  
 
 See MoreRecent Featured Articles First Anime Series of Every Genre (Well, 10 of Them Anyway)Do you know what was the first Racing anime series? Or the first Ninja anime series? What about the first Real Robot series to be aired? In this article, we’ll be looking at 10 of the first anime series of the different genres we have in anime today.by removed_user117,151viewsCollectionHistory and CultureOy Vey! 10+ Jewish Characters in Anime!The Jewish population in Japan may be tiny (IT'S UNDER 9000!), but there's a long history of exchange between Jewish and Japanese culture. Here's some historical background and a list of stand-out Jewish characters in anime, manga, and light novels.by removed_user103,256viewsSpoilerCollectionHistory and Culture 
   $(window).on('load', function(){
        $('#myanimelist .character-anime + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Anime List! No sign up required.</p>'
        });
        $('#myanimelist .character-manga + table .Lightbox_AddEdit:first').malTooltip({
            position: 'left',
            header: 'Get started',
            body: '<p>Try making your own Manga List! No sign up required.</p>'
        });
    });","15 (MSG), 23 (MSG-Z), 29 (MSG-CC)","November 4, 0063 U.C.",,"168cm (MSG), 180cm (MSG-CC)",,Error processing https://myanimelist.net/character/1335/Amuro_Ray: 'src'
